Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.01
Horizontal Delay,-0.0001
Sample Interval,1e-06
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,0.2
Vertical Units,V
Vertical Offset,-0.812
Vertical Scale,0.02
Vertical Position,-5
,
,
,
Label,
TIME,CH2
-5.01000e-02,-0.719681
-5.00990e-02,-0.719763
-5.00980e-02,-0.719425
-5.00970e-02,-0.720031
-5.00960e-02,-0.719631
-5.00950e-02,-0.719813
-5.00940e-02,-0.719756
-5.00930e-02,-0.719941
-5.00920e-02,-0.719959
-5.00910e-02,-0.719569
-5.00900e-02,-0.720003
-5.00890e-02,-0.720197
-5.00880e-02,-0.719928
-5.00870e-02,-0.720072
-5.00860e-02,-0.720056
-5.00850e-02,-0.719891
-5.00840e-02,-0.719784
-5.00830e-02,-0.720038
-5.00820e-02,-0.719941
-5.00810e-02,-0.720009
-5.00800e-02,-0.720072
-5.00790e-02,-0.720209
-5.00780e-02,-0.719844
-5.00770e-02,-0.720113
-5.00760e-02,-0.720078
-5.00750e-02,-0.720194
-5.00740e-02,-0.720028
-5.00730e-02,-0.719763
-5.00720e-02,-0.720031
-5.00710e-02,-0.720069
-5.00700e-02,-0.720091
-5.00690e-02,-0.719872
-5.00680e-02,-0.719788
-5.00670e-02,-0.720159
-5.00660e-02,-0.719866
-5.00650e-02,-0.720075
-5.00640e-02,-0.719816
-5.00630e-02,-0.720006
-5.00620e-02,-0.720138
-5.00610e-02,-0.720009
-5.00600e-02,-0.7199
-5.00590e-02,-0.720188
-5.00580e-02,-0.720072
-5.00570e-02,-0.720194
-5.00560e-02,-0.720106
-5.00550e-02,-0.720044
-5.00540e-02,-0.720297
-5.00530e-02,-0.720038
-5.00520e-02,-0.720409
-5.00510e-02,-0.720028
-5.00500e-02,-0.720144
-5.00490e-02,-0.720169
-5.00480e-02,-0.720116
-5.00470e-02,-0.720425
-5.00460e-02,-0.720172
-5.00450e-02,-0.720353
-5.00440e-02,-0.7204
-5.00430e-02,-0.720175
-5.00420e-02,-0.720406
-5.00410e-02,-0.720344
-5.00400e-02,-0.720175
-5.00390e-02,-0.720328
-5.00380e-02,-0.720019
-5.00370e-02,-0.720097
-5.00360e-02,-0.720553
-5.00350e-02,-0.720313
-5.00340e-02,-0.720288
-5.00330e-02,-0.720394
-5.00320e-02,-0.720288
-5.00310e-02,-0.720091
-5.00300e-02,-0.7204
-5.00290e-02,-0.720213
-5.00280e-02,-0.720416
-5.00270e-02,-0.720194
-5.00260e-02,-0.720622
-5.00250e-02,-0.720459
-5.00240e-02,-0.720344
-5.00230e-02,-0.719969
-5.00220e-02,-0.7203
-5.00210e-02,-0.720394
-5.00200e-02,-0.720209
-5.00190e-02,-0.720247
-5.00180e-02,-0.720356
-5.00170e-02,-0.720053
-5.00160e-02,-0.720519
-5.00150e-02,-0.720319
-5.00140e-02,-0.720275
-5.00130e-02,-0.720472
-5.00120e-02,-0.720534
-5.00110e-02,-0.720156
-5.00100e-02,-0.720438
-5.00090e-02,-0.720403
-5.00080e-02,-0.720475
-5.00070e-02,-0.720053
-5.00060e-02,-0.720375
-5.00050e-02,-0.720566
-5.00040e-02,-0.720491
-5.00030e-02,-0.720519
-5.00020e-02,-0.720309
-5.00010e-02,-0.720863
-5.00000e-02,-0.720384
-4.99990e-02,-0.720397
-4.99980e-02,-0.720366
-4.99970e-02,-0.720541
-4.99960e-02,-0.720503
-4.99950e-02,-0.720559
-4.99940e-02,-0.7208
-4.99930e-02,-0.720172
-4.99920e-02,-0.720513
-4.99910e-02,-0.720275
-4.99900e-02,-0.720069
-4.99890e-02,-0.720272
-4.99880e-02,-0.720475
-4.99870e-02,-0.720356
-4.99860e-02,-0.720325
-4.99850e-02,-0.720613
-4.99840e-02,-0.720434
-4.99830e-02,-0.720578
-4.99820e-02,-0.720625
-4.99810e-02,-0.720369
-4.99800e-02,-0.720638
-4.99790e-02,-0.720541
-4.99780e-02,-0.720722
-4.99770e-02,-0.720366
-4.99760e-02,-0.720481
-4.99750e-02,-0.720375
-4.99740e-02,-0.720688
-4.99730e-02,-0.720416
-4.99720e-02,-0.720488
-4.99710e-02,-0.720284
-4.99700e-02,-0.720769
-4.99690e-02,-0.7205
-4.99680e-02,-0.7208
-4.99670e-02,-0.720409
-4.99660e-02,-0.720581
-4.99650e-02,-0.720666
-4.99640e-02,-0.720525
-4.99630e-02,-0.720653
-4.99620e-02,-0.720584
-4.99610e-02,-0.720503
-4.99600e-02,-0.720363
-4.99590e-02,-0.720703
-4.99580e-02,-0.72055
-4.99570e-02,-0.720456
-4.99560e-02,-0.720903
-4.99550e-02,-0.720641
-4.99540e-02,-0.72065
-4.99530e-02,-0.720428
-4.99520e-02,-0.720531
-4.99510e-02,-0.720634
-4.99500e-02,-0.720484
-4.99490e-02,-0.720659
-4.99480e-02,-0.720497
-4.99470e-02,-0.720669
-4.99460e-02,-0.720959
-4.99450e-02,-0.720653
-4.99440e-02,-0.720478
-4.99430e-02,-0.7204
-4.99420e-02,-0.720356
-4.99410e-02,-0.720456
-4.99400e-02,-0.720803
-4.99390e-02,-0.720744
-4.99380e-02,-0.720559
-4.99370e-02,-0.720816
-4.99360e-02,-0.720438
-4.99350e-02,-0.720597
-4.99340e-02,-0.720544
-4.99330e-02,-0.720803
-4.99320e-02,-0.720397
-4.99310e-02,-0.720613
-4.99300e-02,-0.720563
-4.99290e-02,-0.720703
-4.99280e-02,-0.720522
-4.99270e-02,-0.720456
-4.99260e-02,-0.720381
-4.99250e-02,-0.720503
-4.99240e-02,-0.720581
-4.99230e-02,-0.720731
-4.99220e-02,-0.720756
-4.99210e-02,-0.720706
-4.99200e-02,-0.720288
-4.99190e-02,-0.720881
-4.99180e-02,-0.720544
-4.99170e-02,-0.720559
-4.99160e-02,-0.72065
-4.99150e-02,-0.720516
-4.99140e-02,-0.720328
-4.99130e-02,-0.720528
-4.99120e-02,-0.720488
-4.99110e-02,-0.720569
-4.99100e-02,-0.720244
-4.99090e-02,-0.720588
-4.99080e-02,-0.720581
-4.99070e-02,-0.720825
-4.99060e-02,-0.720491
-4.99050e-02,-0.720634
-4.99040e-02,-0.7205
-4.99030e-02,-0.720597
-4.99020e-02,-0.720356
-4.99010e-02,-0.720741
-4.99000e-02,-0.720578
-4.98990e-02,-0.720456
-4.98980e-02,-0.720613
-4.98970e-02,-0.720653
-4.98960e-02,-0.7205
-4.98950e-02,-0.720322
-4.98940e-02,-0.720616
-4.98930e-02,-0.720644
-4.98920e-02,-0.720284
-4.98910e-02,-0.720681
-4.98900e-02,-0.720403
-4.98890e-02,-0.72065
-4.98880e-02,-0.720288
-4.98870e-02,-0.720531
-4.98860e-02,-0.720466
-4.98850e-02,-0.7206
-4.98840e-02,-0.720553
-4.98830e-02,-0.720088
-4.98820e-02,-0.720547
-4.98810e-02,-0.72115
-4.98800e-02,-0.720619
-4.98790e-02,-0.720834
-4.98780e-02,-0.720669
-4.98770e-02,-0.720328
-4.98760e-02,-0.720378
-4.98750e-02,-0.720397
-4.98740e-02,-0.720741
-4.98730e-02,-0.720372
-4.98720e-02,-0.720219
-4.98710e-02,-0.720734
-4.98700e-02,-0.720194
-4.98690e-02,-0.720794
-4.98680e-02,-0.720772
-4.98670e-02,-0.720281
-4.98660e-02,-0.720628
-4.98650e-02,-0.720609
-4.98640e-02,-0.720353
-4.98630e-02,-0.720553
-4.98620e-02,-0.720816
-4.98610e-02,-0.720303
-4.98600e-02,-0.720409
-4.98590e-02,-0.720403
-4.98580e-02,-0.720606
-4.98570e-02,-0.72005
-4.98560e-02,-0.720428
-4.98550e-02,-0.720334
-4.98540e-02,-0.720113
-4.98530e-02,-0.720522
-4.98520e-02,-0.720422
-4.98510e-02,-0.720525
-4.98500e-02,-0.720431
-4.98490e-02,-0.720391
-4.98480e-02,-0.720469
-4.98470e-02,-0.720569
-4.98460e-02,-0.720269
-4.98450e-02,-0.720113
-4.98440e-02,-0.720572
-4.98430e-02,-0.720722
-4.98420e-02,-0.720516
-4.98410e-02,-0.720481
-4.98400e-02,-0.720403
-4.98390e-02,-0.720663
-4.98380e-02,-0.720553
-4.98370e-02,-0.720706
-4.98360e-02,-0.720506
-4.98350e-02,-0.72035
-4.98340e-02,-0.720525
-4.98330e-02,-0.720213
-4.98320e-02,-0.72035
-4.98310e-02,-0.7205
-4.98300e-02,-0.720244
-4.98290e-02,-0.720338
-4.98280e-02,-0.720253
-4.98270e-02,-0.720353
-4.98260e-02,-0.720656
-4.98250e-02,-0.720172
-4.98240e-02,-0.720413
-4.98230e-02,-0.720709
-4.98220e-02,-0.720441
-4.98210e-02,-0.720819
-4.98200e-02,-0.720356
-4.98190e-02,-0.720172
-4.98180e-02,-0.720453
-4.98170e-02,-0.720428
-4.98160e-02,-0.720694
-4.98150e-02,-0.720594
-4.98140e-02,-0.720794
-4.98130e-02,-0.720634
-4.98120e-02,-0.720825
-4.98110e-02,-0.7207
-4.98100e-02,-0.72045
-4.98090e-02,-0.720475
-4.98080e-02,-0.720406
-4.98070e-02,-0.720384
-4.98060e-02,-0.720519
-4.98050e-02,-0.720647
-4.98040e-02,-0.720481
-4.98030e-02,-0.720681
-4.98020e-02,-0.720888
-4.98010e-02,-0.720463
-4.98000e-02,-0.720697
-4.97990e-02,-0.720972
-4.97980e-02,-0.720884
-4.97970e-02,-0.720566
-4.97960e-02,-0.720738
-4.97950e-02,-0.720713
-4.97940e-02,-0.720534
-4.97930e-02,-0.720672
-4.97920e-02,-0.720728
-4.97910e-02,-0.720788
-4.97900e-02,-0.720803
-4.97890e-02,-0.720813
-4.97880e-02,-0.720756
-4.97870e-02,-0.720481
-4.97860e-02,-0.720725
-4.97850e-02,-0.720931
-4.97840e-02,-0.720922
-4.97830e-02,-0.720672
-4.97820e-02,-0.720597
-4.97810e-02,-0.720731
-4.97800e-02,-0.720863
-4.97790e-02,-0.720741
-4.97780e-02,-0.7207
-4.97770e-02,-0.720513
-4.97760e-02,-0.720934
-4.97750e-02,-0.720622
-4.97740e-02,-0.720644
-4.97730e-02,-0.721013
-4.97720e-02,-0.720638
-4.97710e-02,-0.720878
-4.97700e-02,-0.720997
-4.97690e-02,-0.720809
-4.97680e-02,-0.721163
-4.97670e-02,-0.720894
-4.97660e-02,-0.721028
-4.97650e-02,-0.721009
-4.97640e-02,-0.721169
-4.97630e-02,-0.721084
-4.97620e-02,-0.721094
-4.97610e-02,-0.720938
-4.97600e-02,-0.720931
-4.97590e-02,-0.720941
-4.97580e-02,-0.720809
-4.97570e-02,-0.720872
-4.97560e-02,-0.720803
-4.97550e-02,-0.721075
-4.97540e-02,-0.721116
-4.97530e-02,-0.721369
-4.97520e-02,-0.721172
-4.97510e-02,-0.721047
-4.97500e-02,-0.721022
-4.97490e-02,-0.721272
-4.97480e-02,-0.721091
-4.97470e-02,-0.721184
-4.97460e-02,-0.721147
-4.97450e-02,-0.721169
-4.97440e-02,-0.7213
-4.97430e-02,-0.721088
-4.97420e-02,-0.721169
-4.97410e-02,-0.721431
-4.97400e-02,-0.721488
-4.97390e-02,-0.721225
-4.97380e-02,-0.721338
-4.97370e-02,-0.721366
-4.97360e-02,-0.721322
-4.97350e-02,-0.721194
-4.97340e-02,-0.721597
-4.97330e-02,-0.721463
-4.97320e-02,-0.721431
-4.97310e-02,-0.721309
-4.97300e-02,-0.721469
-4.97290e-02,-0.721353
-4.97280e-02,-0.721288
-4.97270e-02,-0.721556
-4.97260e-02,-0.721569
-4.97250e-02,-0.721209
-4.97240e-02,-0.721425
-4.97230e-02,-0.721159
-4.97220e-02,-0.721278
-4.97210e-02,-0.721428
-4.97200e-02,-0.721903
-4.97190e-02,-0.721747
-4.97180e-02,-0.721647
-4.97170e-02,-0.721613
-4.97160e-02,-0.721491
