Ix,x,Iy,y
-0.14000000000000001,0.010000000000000009,-0.115,-0.41999999999999993
-0.13500000000000001,2.0499999999999998,-0.11,-2.0299999999999998
-0.13,4.0399999999999991,-0.105,-3.5099999999999998
-0.14499999999999999,-1.3500000000000001,-0.12,2.2399999999999998
-0.14999999999999999,-3.1800000000000002,-0.125,4.0600000000000005
