Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.01
Horizontal Delay,-0.0001
Sample Interval,1e-06
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,0.2
Vertical Units,V
Vertical Offset,-0.812
Vertical Scale,0.1
Vertical Position,-3.9
,
,
,
Label,
TIME,CH2
-4.95680e-02,-0.466578
-4.95670e-02,-0.464531
-4.95660e-02,-0.466453
-4.95650e-02,-0.465266
-4.95640e-02,-0.466922
-4.95630e-02,-0.465641
-4.95620e-02,-0.465859
-4.95610e-02,-0.468
-4.95600e-02,-0.465844
-4.95590e-02,-0.465625
-4.95580e-02,-0.465484
-4.95570e-02,-0.466016
-4.95560e-02,-0.465094
-4.95550e-02,-0.464641
-4.95540e-02,-0.465141
-4.95530e-02,-0.466672
-4.95520e-02,-0.46775
-4.95510e-02,-0.464094
-4.95500e-02,-0.466406
-4.95490e-02,-0.466891
-4.95480e-02,-0.467641
-4.95470e-02,-0.466984
-4.95460e-02,-0.466297
-4.95450e-02,-0.466891
-4.95440e-02,-0.466172
-4.95430e-02,-0.466813
-4.95420e-02,-0.464172
-4.95410e-02,-0.465453
-4.95400e-02,-0.467281
-4.95390e-02,-0.464422
-4.95380e-02,-0.465453
-4.95370e-02,-0.466141
-4.95360e-02,-0.464656
-4.95350e-02,-0.46725
-4.95340e-02,-0.466781
-4.95330e-02,-0.463594
-4.95320e-02,-0.465156
-4.95310e-02,-0.467578
-4.95300e-02,-0.465391
-4.95290e-02,-0.465047
-4.95280e-02,-0.465516
-4.95270e-02,-0.467125
-4.95260e-02,-0.465469
-4.95250e-02,-0.468094
-4.95240e-02,-0.465719
-4.95230e-02,-0.467047
-4.95220e-02,-0.467766
-4.95210e-02,-0.466047
-4.95200e-02,-0.465469
-4.95190e-02,-0.465844
-4.95180e-02,-0.465938
-4.95170e-02,-0.466781
-4.95160e-02,-0.465109
-4.95150e-02,-0.466953
-4.95140e-02,-0.465953
-4.95130e-02,-0.466031
-4.95120e-02,-0.465094
-4.95110e-02,-0.467594
-4.95100e-02,-0.466047
-4.95090e-02,-0.467531
-4.95080e-02,-0.466656
-4.95070e-02,-0.465609
-4.95060e-02,-0.464875
-4.95050e-02,-0.468109
-4.95040e-02,-0.465891
-4.95030e-02,-0.466797
-4.95020e-02,-0.465344
-4.95010e-02,-0.466156
-4.95000e-02,-0.466047
-4.94990e-02,-0.466625
-4.94980e-02,-0.466531
-4.94970e-02,-0.466531
-4.94960e-02,-0.466453
-4.94950e-02,-0.465797
-4.94940e-02,-0.467406
-4.94930e-02,-0.466734
-4.94920e-02,-0.466391
-4.94910e-02,-0.466828
-4.94900e-02,-0.467859
-4.94890e-02,-0.465813
-4.94880e-02,-0.464406
-4.94870e-02,-0.465203
-4.94860e-02,-0.4665
-4.94850e-02,-0.466469
-4.94840e-02,-0.465531
-4.94830e-02,-0.46625
-4.94820e-02,-0.466984
-4.94810e-02,-0.467641
-4.94800e-02,-0.466266
-4.94790e-02,-0.465234
-4.94780e-02,-0.466109
-4.94770e-02,-0.468922
-4.94760e-02,-0.464906
-4.94750e-02,-0.464891
-4.94740e-02,-0.467219
-4.94730e-02,-0.466547
-4.94720e-02,-0.467641
-4.94710e-02,-0.466766
-4.94700e-02,-0.466719
-4.94690e-02,-0.467359
-4.94680e-02,-0.465875
-4.94670e-02,-0.466766
-4.94660e-02,-0.469078
-4.94650e-02,-0.465047
-4.94640e-02,-0.465125
-4.94630e-02,-0.465734
-4.94620e-02,-0.465906
-4.94610e-02,-0.464781
-4.94600e-02,-0.467203
-4.94590e-02,-0.465734
-4.94580e-02,-0.468031
-4.94570e-02,-0.465563
-4.94560e-02,-0.467547
-4.94550e-02,-0.466125
-4.94540e-02,-0.465813
-4.94530e-02,-0.466328
-4.94520e-02,-0.466172
-4.94510e-02,-0.467578
-4.94500e-02,-0.465672
-4.94490e-02,-0.466641
-4.94480e-02,-0.466
-4.94470e-02,-0.466922
-4.94460e-02,-0.467063
-4.94450e-02,-0.467203
-4.94440e-02,-0.467594
-4.94430e-02,-0.465625
-4.94420e-02,-0.467
-4.94410e-02,-0.466016
-4.94400e-02,-0.466781
-4.94390e-02,-0.467906
-4.94380e-02,-0.468172
-4.94370e-02,-0.466016
-4.94360e-02,-0.467453
-4.94350e-02,-0.467188
-4.94340e-02,-0.465859
-4.94330e-02,-0.466422
-4.94320e-02,-0.467766
-4.94310e-02,-0.466938
-4.94300e-02,-0.465734
-4.94290e-02,-0.467906
-4.94280e-02,-0.467109
-4.94270e-02,-0.467688
-4.94260e-02,-0.466891
-4.94250e-02,-0.467938
-4.94240e-02,-0.468172
-4.94230e-02,-0.466688
-4.94220e-02,-0.468938
-4.94210e-02,-0.466859
-4.94200e-02,-0.466391
-4.94190e-02,-0.465766
-4.94180e-02,-0.465906
-4.94170e-02,-0.467391
-4.94160e-02,-0.466781
-4.94150e-02,-0.4665
-4.94140e-02,-0.467953
-4.94130e-02,-0.468063
-4.94120e-02,-0.467656
-4.94110e-02,-0.467609
-4.94100e-02,-0.467703
-4.94090e-02,-0.467484
-4.94080e-02,-0.466672
-4.94070e-02,-0.466734
-4.94060e-02,-0.465547
-4.94050e-02,-0.466406
-4.94040e-02,-0.466766
-4.94030e-02,-0.465438
-4.94020e-02,-0.466047
-4.94010e-02,-0.467141
-4.94000e-02,-0.466016
-4.93990e-02,-0.466359
-4.93980e-02,-0.468938
-4.93970e-02,-0.466078
-4.93960e-02,-0.467094
-4.93950e-02,-0.467359
-4.93940e-02,-0.466594
-4.93930e-02,-0.46525
-4.93920e-02,-0.467578
-4.93910e-02,-0.466578
-4.93900e-02,-0.4695
-4.93890e-02,-0.468359
-4.93880e-02,-0.467656
-4.93870e-02,-0.464578
-4.93860e-02,-0.467125
-4.93850e-02,-0.467453
-4.93840e-02,-0.466906
-4.93830e-02,-0.465266
-4.93820e-02,-0.467734
-4.93810e-02,-0.467719
-4.93800e-02,-0.466938
-4.93790e-02,-0.468859
-4.93780e-02,-0.466672
-4.93770e-02,-0.467906
-4.93760e-02,-0.468781
-4.93750e-02,-0.467469
-4.93740e-02,-0.467219
-4.93730e-02,-0.465594
-4.93720e-02,-0.465766
-4.93710e-02,-0.467984
-4.93700e-02,-0.466891
-4.93690e-02,-0.467547
-4.93680e-02,-0.467109
-4.93670e-02,-0.467047
-4.93660e-02,-0.467672
-4.93650e-02,-0.466063
-4.93640e-02,-0.466484
-4.93630e-02,-0.466969
-4.93620e-02,-0.466688
-4.93610e-02,-0.466828
-4.93600e-02,-0.468094
-4.93590e-02,-0.468141
-4.93580e-02,-0.468656
-4.93570e-02,-0.467031
-4.93560e-02,-0.468531
-4.93550e-02,-0.467172
-4.93540e-02,-0.466953
-4.93530e-02,-0.468063
-4.93520e-02,-0.466125
-4.93510e-02,-0.468375
-4.93500e-02,-0.467906
-4.93490e-02,-0.467375
-4.93480e-02,-0.468047
-4.93470e-02,-0.466391
-4.93460e-02,-0.468328
-4.93450e-02,-0.466094
-4.93440e-02,-0.468656
-4.93430e-02,-0.468125
-4.93420e-02,-0.468594
-4.93410e-02,-0.467656
-4.93400e-02,-0.468344
-4.93390e-02,-0.468313
-4.93380e-02,-0.470328
-4.93370e-02,-0.467516
-4.93360e-02,-0.467656
-4.93350e-02,-0.466797
-4.93340e-02,-0.467813
-4.93330e-02,-0.467359
-4.93320e-02,-0.467516
-4.93310e-02,-0.468359
-4.93300e-02,-0.468313
-4.93290e-02,-0.466563
-4.93280e-02,-0.467188
-4.93270e-02,-0.466016
-4.93260e-02,-0.468156
-4.93250e-02,-0.469578
-4.93240e-02,-0.467203
-4.93230e-02,-0.467516
-4.93220e-02,-0.468375
-4.93210e-02,-0.468203
-4.93200e-02,-0.46575
-4.93190e-02,-0.465359
-4.93180e-02,-0.466922
-4.93170e-02,-0.468813
-4.93160e-02,-0.46825
-4.93150e-02,-0.467719
-4.93140e-02,-0.467609
-4.93130e-02,-0.466469
-4.93120e-02,-0.468078
-4.93110e-02,-0.466688
-4.93100e-02,-0.467438
-4.93090e-02,-0.46775
-4.93080e-02,-0.468234
-4.93070e-02,-0.466688
-4.93060e-02,-0.467703
-4.93050e-02,-0.4665
-4.93040e-02,-0.469688
-4.93030e-02,-0.469078
-4.93020e-02,-0.466875
-4.93010e-02,-0.467156
-4.93000e-02,-0.466844
-4.92990e-02,-0.466984
-4.92980e-02,-0.468109
-4.92970e-02,-0.469359
-4.92960e-02,-0.468297
-4.92950e-02,-0.468688
-4.92940e-02,-0.467375
-4.92930e-02,-0.466281
-4.92920e-02,-0.468234
-4.92910e-02,-0.465313
-4.92900e-02,-0.469906
-4.92890e-02,-0.468891
-4.92880e-02,-0.468484
-4.92870e-02,-0.466922
-4.92860e-02,-0.467141
