Model,DPO4104
-4.97260e-02,-0.07725
-4.97250e-02,-0.0790312
-4.97240e-02,-0.0769844
-4.97230e-02,-0.0779531
-4.97220e-02,-0.0797656
-4.97210e-02,-0.077875
-4.97200e-02,-0.0797969
-4.97190e-02,-0.079875
-4.97180e-02,-0.079375
-4.97170e-02,-0.0795938
-4.97160e-02,-0.0819063
-4.97150e-02,-0.0817031
-4.97140e-02,-0.0801875
-4.97130e-02,-0.0802031
-4.97120e-02,-0.0813437
-4.97110e-02,-0.0807188
-4.97100e-02,-0.0816563
-4.97090e-02,-0.0822344
-4.97080e-02,-0.0798125
-4.97070e-02,-0.0817969
-4.97060e-02,-0.0814844
-4.97050e-02,-0.080875
-4.97040e-02,-0.0805781
-4.97030e-02,-0.08075
-4.97020e-02,-0.0801563
-4.97010e-02,-0.082
-4.97000e-02,-0.081625
-4.96990e-02,-0.080875
-4.96980e-02,-0.0795
-4.96970e-02,-0.079625
-4.96960e-02,-0.078875
-4.96950e-02,-0.0804219
-4.96940e-02,-0.0778906
-4.96930e-02,-0.0802656
-4.96920e-02,-0.0778906
-4.96910e-02,-0.0759844
-4.96900e-02,-0.0779531
-4.96890e-02,-0.0759375
-4.96880e-02,-0.0764531
-4.96870e-02,-0.0754531
-4.96860e-02,-0.0738906
-4.96850e-02,-0.0736094
-4.96840e-02,-0.0726875
-4.96830e-02,-0.0716094
-4.96820e-02,-0.0702031
-4.96810e-02,-0.0674375
-4.96800e-02,-0.0678281
-4.96790e-02,-0.0657031
-4.96780e-02,-0.0675156
-4.96770e-02,-0.0642031
-4.96760e-02,-0.0609219
-4.96750e-02,-0.0607813
-4.96740e-02,-0.0611094
-4.96730e-02,-0.058375
-4.96720e-02,-0.0550469
-4.96710e-02,-0.0563281
-4.96700e-02,-0.0535625
-4.96690e-02,-0.0526094
-4.96680e-02,-0.0522031
-4.96670e-02,-0.0484063
-4.96660e-02,-0.0470625
-4.96650e-02,-0.0429375
-4.96640e-02,-0.0432188
-4.96630e-02,-0.0421094
-4.96620e-02,-0.0370781
-4.96610e-02,-0.0376719
-4.96600e-02,-0.0332813
-4.96590e-02,-0.0304531
-4.96580e-02,-0.0301406
-4.96570e-02,-0.0275469
-4.96560e-02,-0.025875
-4.96550e-02,-0.023
-4.96540e-02,-0.0182969
-4.96530e-02,-0.0175156
-4.96520e-02,-0.0155469
-4.96510e-02,-0.0119531
-4.96500e-02,-0.0114219
-4.96490e-02,-0.00829688
-4.96480e-02,-0.00509375
-4.96470e-02,-0.00259375
-4.96460e-02,0.000625
-4.96450e-02,0.00325
-4.96440e-02,0.00459375
-4.96430e-02,0.00742187
-4.96420e-02,0.00965625
-4.96410e-02,0.0107969
-4.96400e-02,0.0165469
-4.96390e-02,0.0191562
-4.96380e-02,0.0203437
-4.96370e-02,0.0251719
-4.96360e-02,0.0266562
-4.96350e-02,0.0280937
-4.96340e-02,0.03325
-4.96330e-02,0.0353438
-4.96320e-02,0.0344687
-4.96310e-02,0.038
-4.96300e-02,0.0420312
-4.96290e-02,0.0445
-4.96280e-02,0.045875
-4.96270e-02,0.0494844
-4.96260e-02,0.0527656
-4.96250e-02,0.0534844
-4.96240e-02,0.0572656
-4.96230e-02,0.0595312
-4.96220e-02,0.0630312
-4.96210e-02,0.0627656
-4.96200e-02,0.0659531
-4.96190e-02,0.0681875
-4.96180e-02,0.0691406
-4.96170e-02,0.0725312
-4.96160e-02,0.0759062
-4.96150e-02,0.0756719
-4.96140e-02,0.0782656
-4.96130e-02,0.0795937
-4.96120e-02,0.0810937
-4.96110e-02,0.083125
-4.96100e-02,0.0851719
-4.96090e-02,0.0876562
-4.96080e-02,0.0884844
-4.96070e-02,0.0902812
-4.96060e-02,0.089625
-4.96050e-02,0.0925625
-4.96040e-02,0.0933281
-4.96030e-02,0.096625
-4.96020e-02,0.0961719
-4.96010e-02,0.0977969
-4.96000e-02,0.100031
-4.95990e-02,0.0997187
-4.95980e-02,0.0987812
-4.95970e-02,0.0982031
-4.95960e-02,0.101703
-4.95950e-02,0.102062
-4.95940e-02,0.0989375
-4.95930e-02,0.101578
-4.95920e-02,0.100969
-4.95910e-02,0.103062
-4.95900e-02,0.101578
-4.95890e-02,0.102047
-4.95880e-02,0.102594
-4.95870e-02,0.107172
-4.95860e-02,0.102
-4.95850e-02,0.101391
-4.95840e-02,0.101359
-4.95830e-02,0.100141
-4.95820e-02,0.100031
-4.95810e-02,0.0987344
-4.95800e-02,0.0995937
-4.95790e-02,0.0956406
-4.95780e-02,0.0983906
-4.95770e-02,0.0954375
-4.95760e-02,0.0944687
-4.95750e-02,0.0932187
-4.95740e-02,0.0915469
-4.95730e-02,0.0917031
-4.95720e-02,0.0896406
-4.95710e-02,0.087875
-4.95700e-02,0.08625
-4.95690e-02,0.0831719
-4.95680e-02,0.0788281
-4.95670e-02,0.0788594
-4.95660e-02,0.0765312
-4.95650e-02,0.0738906
-4.95640e-02,0.0716094
-4.95630e-02,0.0707187
-4.95620e-02,0.0668125
-4.95610e-02,0.0668594
-4.95600e-02,0.0630937
-4.95590e-02,0.0593906
-4.95580e-02,0.0571406
-4.95570e-02,0.0557656
-4.95560e-02,0.052875
-4.95550e-02,0.0491094
-4.95540e-02,0.0468906
-4.95530e-02,0.0429531
-4.95520e-02,0.0425937
-4.95510e-02,0.0388594
-4.95500e-02,0.0371563
-4.95490e-02,0.0339531
-4.95480e-02,0.0293281
-4.95470e-02,0.0296562
-4.95460e-02,0.0256562
-4.95450e-02,0.0231406
-4.95440e-02,0.0207188
-4.95430e-02,0.0183437
-4.95420e-02,0.0150156
-4.95410e-02,0.0130781
-4.95400e-02,0.0117031
-4.95390e-02,0.00871875
-4.95380e-02,0.004875
-4.95370e-02,0.00375
-4.95360e-02,0.00103125
-4.95350e-02,-0.00207813
-4.95340e-02,-0.00223438
-4.95330e-02,-0.00521875
-4.95320e-02,-0.00832813
-4.95310e-02,-0.0109688
-4.95300e-02,-0.0119063
-4.95290e-02,-0.0126563
-4.95280e-02,-0.017625
-4.95270e-02,-0.0183281
-4.95260e-02,-0.0213437
-4.95250e-02,-0.0231406
-4.95240e-02,-0.0238594
-4.95230e-02,-0.0239531
-4.95220e-02,-0.0287344
-4.95210e-02,-0.0308125
-4.95200e-02,-0.0294063
-4.95190e-02,-0.0310781
-4.95180e-02,-0.0332344
-4.95170e-02,-0.035125
-4.95160e-02,-0.0363438
-4.95150e-02,-0.0376563
-4.95140e-02,-0.0393906
-4.95130e-02,-0.0399687
-4.95120e-02,-0.0425469
-4.95110e-02,-0.042375
-4.95100e-02,-0.0444375
-4.95090e-02,-0.0451875
-4.95080e-02,-0.047875
-4.95070e-02,-0.0473906
-4.95060e-02,-0.0506094
-4.95050e-02,-0.0527031
-4.95040e-02,-0.0525
-4.95030e-02,-0.0517188
-4.95020e-02,-0.0520625
-4.95010e-02,-0.0570781
-4.95000e-02,-0.0562969
-4.94990e-02,-0.0542969
-4.94980e-02,-0.0563438
-4.94970e-02,-0.0587344
-4.94960e-02,-0.0577344
-4.94950e-02,-0.05925
-4.94940e-02,-0.0593594
-4.94930e-02,-0.0604219
-4.94920e-02,-0.0634531
-4.94910e-02,-0.0616563
-4.94900e-02,-0.0632969
-4.94890e-02,-0.0655938
-4.94880e-02,-0.0649844
-4.94870e-02,-0.065625
-4.94860e-02,-0.0656094
-4.94850e-02,-0.0661875
-4.94840e-02,-0.0665469
-4.94830e-02,-0.0684375
-4.94820e-02,-0.0682344
-4.94810e-02,-0.0672813
-4.94800e-02,-0.0694375
-4.94790e-02,-0.0701719
-4.94780e-02,-0.0694063
-4.94770e-02,-0.0705312
-4.94760e-02,-0.0729375
-4.94750e-02,-0.0725312
-4.94740e-02,-0.0726094
-4.94730e-02,-0.0730938
-4.94720e-02,-0.0746406
-4.94710e-02,-0.074375
-4.94700e-02,-0.0749688
-4.94690e-02,-0.0746719
-4.94680e-02,-0.0769219
-4.94670e-02,-0.0765469
-4.94660e-02,-0.07475
-4.94650e-02,-0.0752188
-4.94640e-02,-0.0789531
-4.94630e-02,-0.0775312
-4.94620e-02,-0.0789844
-4.94610e-02,-0.0810781
-4.94600e-02,-0.0779531
-4.94590e-02,-0.0776406
-4.94580e-02,-0.07975
-4.94570e-02,-0.0796875
-4.94560e-02,-0.082375
-4.94550e-02,-0.0802188
-4.94540e-02,-0.0812344
-4.94530e-02,-0.0808594
-4.94520e-02,-0.0817656
-4.94510e-02,-0.0799219
-4.94500e-02,-0.0810625
-4.94490e-02,-0.079125
-4.94480e-02,-0.0813281
-4.94470e-02,-0.0810312
-4.94460e-02,-0.0793437
-4.94450e-02,-0.0822969
-4.94440e-02,-0.0809375
-4.94430e-02,-0.0826719
-4.94420e-02,-0.0829063
-4.94410e-02,-0.0807969
-4.94400e-02,-0.0809063
-4.94390e-02,-0.0812656
-4.94380e-02,-0.0806719
-4.94370e-02,-0.081375
-4.94360e-02,-0.0799688
-4.94350e-02,-0.0794375
-4.94340e-02,-0.0784063
-4.94330e-02,-0.0799219
-4.94320e-02,-0.0791875
-4.94310e-02,-0.0780312
-4.94300e-02,-0.0786563
-4.94290e-02,-0.0773594
-4.94280e-02,-0.0754531
-4.94270e-02,-0.0760469
-4.94260e-02,-0.07475
-4.94250e-02,-0.0749063
-4.94240e-02,-0.073125
-4.94230e-02,-0.0715938
-4.94220e-02,-0.074
-4.94210e-02,-0.07175
-4.94200e-02,-0.070125
-4.94190e-02,-0.068625
-4.94180e-02,-0.0671875
-4.94170e-02,-0.0651875
-4.94160e-02,-0.0637813
-4.94150e-02,-0.062875
-4.94140e-02,-0.0623594
-4.94130e-02,-0.0608125
-4.94120e-02,-0.0587656
-4.94110e-02,-0.0584375
-4.94100e-02,-0.0562813
-4.94090e-02,-0.0535781
-4.94080e-02,-0.0524219
-4.94070e-02,-0.0514375
-4.94060e-02,-0.0495313
-4.94050e-02,-0.0488906
-4.94040e-02,-0.0446094
-4.94030e-02,-0.044125
-4.94020e-02,-0.0403594
-4.94010e-02,-0.04
-4.94000e-02,-0.0381406
-4.93990e-02,-0.0339219
-4.93980e-02,-0.0317969
-4.93970e-02,-0.0297969
-4.93960e-02,-0.0266719
-4.93950e-02,-0.0248125
-4.93940e-02,-0.0240781
-4.93930e-02,-0.0218437
-4.93920e-02,-0.0173437
-4.93910e-02,-0.0165625
-4.93900e-02,-0.0119844
-4.93890e-02,-0.0100156
-4.93880e-02,-0.00814063
-4.93870e-02,-0.0065
-4.93860e-02,-0.0038125
-4.93850e-02,-0.00165625
-4.93840e-02,0.00282812
-4.93830e-02,0.0053125
-4.93820e-02,0.00726562
-4.93810e-02,0.0117969
-4.93800e-02,0.0132188
-4.93790e-02,0.0148281
-4.93780e-02,0.0174219
-4.93770e-02,0.0216875
-4.93760e-02,0.0220937
-4.93750e-02,0.0272969
-4.93740e-02,0.0297344
-4.93730e-02,0.0305156
-4.93720e-02,0.0341562
-4.93710e-02,0.0365156
-4.93700e-02,0.0408594
-4.93690e-02,0.0415156
-4.93680e-02,0.0435781
-4.93670e-02,0.0459531
-4.93660e-02,0.0495937
-4.93650e-02,0.0531094
-4.93640e-02,0.0545937
-4.93630e-02,0.0547656
-4.93620e-02,0.0589844
-4.93610e-02,0.0636094
-4.93600e-02,0.0629531
-4.93590e-02,0.0648125
-4.93580e-02,0.0673437
-4.93570e-02,0.0687031
-4.93560e-02,0.0709531
-4.93550e-02,0.0757969
-4.93540e-02,0.0777187
-4.93530e-02,0.0760781
-4.93520e-02,0.0798125
-4.93510e-02,0.0821875
-4.93500e-02,0.0833906
-4.93490e-02,0.0863281
-4.93480e-02,0.0856562
-4.93470e-02,0.0874687
-4.93460e-02,0.0882344
-4.93450e-02,0.0907969
-4.93440e-02,0.0910156
-4.93430e-02,0.0936562
-4.93420e-02,0.0949375
-4.93410e-02,0.0956562
-4.93400e-02,0.0971719
-4.93390e-02,0.0972187
-4.93380e-02,0.0989062
-4.93370e-02,0.0995781
-4.93360e-02,0.0985
-4.93350e-02,0.100219
-4.93340e-02,0.100281
-4.93330e-02,0.102234
-4.93320e-02,0.100562
-4.93310e-02,0.101547
-4.93300e-02,0.101406
-4.93290e-02,0.100469
-4.93280e-02,0.101641
-4.93270e-02,0.102156
-4.93260e-02,0.101328
-4.93250e-02,0.101969
-4.93240e-02,0.0997969
-4.93230e-02,0.100797
-4.93220e-02,0.103562
-4.93210e-02,0.0978125
-4.93200e-02,0.0996562
-4.93190e-02,0.0977969
-4.93180e-02,0.0958906
-4.93170e-02,0.0969219
-4.93160e-02,0.0950937
-4.93150e-02,0.093125
-4.93140e-02,0.0914687
-4.93130e-02,0.0915156
-4.93120e-02,0.0887344
-4.93110e-02,0.0878125
-4.93100e-02,0.0852812
-4.93090e-02,0.0840469
-4.93080e-02,0.0828281
-4.93070e-02,0.0781719
-4.93060e-02,0.0778906
-4.93050e-02,0.0768281
-4.93040e-02,0.0745469
-4.93030e-02,0.0709219
-4.93020e-02,0.0693594
-4.93010e-02,0.0675
-4.93000e-02,0.0662344
-4.92990e-02,0.0623125
-4.92980e-02,0.0598906
-4.92970e-02,0.0555781
-4.92960e-02,0.0545625
-4.92950e-02,0.0508906
-4.92940e-02,0.0489219
-4.92930e-02,0.0469062
-4.92920e-02,0.0437031
-4.92910e-02,0.0401094
-4.92900e-02,0.040375
-4.92890e-02,0.0362969
-4.92880e-02,0.0337187
-4.92870e-02,0.0310156
-4.92860e-02,0.0285156
-4.92850e-02,0.0267656
-4.92840e-02,0.0224844
-4.92830e-02,0.021
-4.92820e-02,0.0159844
-4.92810e-02,0.0141094
-4.92800e-02,0.0125781
-4.92790e-02,0.0103906
-4.92780e-02,0.00696875
-4.92770e-02,0.003875
-4.92760e-02,0.00295313
-4.92750e-02,0.000375
-4.92740e-02,-0.00310938
-4.92730e-02,-0.00603125
-4.92720e-02,-0.00596875
-4.92710e-02,-0.00971875
-4.92700e-02,-0.0110781
-4.92690e-02,-0.0107656
-4.92680e-02,-0.01375
-4.92670e-02,-0.0162188
-4.92660e-02,-0.0203906
-4.92650e-02,-0.0197813
-4.92640e-02,-0.0220781
-4.92630e-02,-0.023625
-4.92620e-02,-0.0255938
-4.92610e-02,-0.0263906
-4.92600e-02,-0.0317344
-4.92590e-02,-0.0308125
-4.92580e-02,-0.0326719
-4.92570e-02,-0.0355625
-4.92560e-02,-0.0347188
-4.92550e-02,-0.0375156
-4.92540e-02,-0.0375313
-4.92530e-02,-0.0404844
-4.92520e-02,-0.0426094
-4.92510e-02,-0.0434219
-4.92500e-02,-0.0443281
-4.92490e-02,-0.0455781
-4.92480e-02,-0.0475625
-4.92470e-02,-0.0477656
-4.92460e-02,-0.0490781
-4.92450e-02,-0.0510781
-4.92440e-02,-0.0524531
-4.92430e-02,-0.0500469
-4.92420e-02,-0.0539219
-4.92410e-02,-0.054375
-4.92400e-02,-0.0549375
-4.92390e-02,-0.0548438
-4.92380e-02,-0.0564062
-4.92370e-02,-0.0577656
-4.92360e-02,-0.0578438
-4.92350e-02,-0.0591563
-4.92340e-02,-0.0604688
-4.92330e-02,-0.0596094
-4.92320e-02,-0.0589688
-4.92310e-02,-0.0629844
-4.92300e-02,-0.0628438
-4.92290e-02,-0.0641094
-4.92280e-02,-0.0654062
-4.92270e-02,-0.0655625
-4.92260e-02,-0.0643281
-4.92250e-02,-0.0660469
-4.92240e-02,-0.0658906
-4.92230e-02,-0.0672187
-4.92220e-02,-0.0673906
-4.92210e-02,-0.0691719
-4.92200e-02,-0.0696406
-4.92190e-02,-0.0700312
-4.92180e-02,-0.0719688
-4.92170e-02,-0.0713906
-4.92160e-02,-0.0716563
-4.92150e-02,-0.0725625
-4.92140e-02,-0.0716563
-4.92130e-02,-0.0729531
-4.92120e-02,-0.0736875
-4.92110e-02,-0.075
-4.92100e-02,-0.0759375
-4.92090e-02,-0.0728594
-4.92080e-02,-0.0740469
-4.92070e-02,-0.0776406
-4.92060e-02,-0.073875
-4.92050e-02,-0.0749219
