Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.01
Horizontal Delay,-0.0001
Sample Interval,1e-06
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,0.2
Vertical Units,V
Vertical Offset,-0.812
Vertical Scale,0.02
Vertical Position,-5
,
,
,
Label,
TIME,CH2
-4.96270e-02,-0.722944
-4.96260e-02,-0.722822
-4.96250e-02,-0.723009
-4.96240e-02,-0.722775
-4.96230e-02,-0.722819
-4.96220e-02,-0.722678
-4.96210e-02,-0.722759
-4.96200e-02,-0.722784
-4.96190e-02,-0.723125
-4.96180e-02,-0.7229
-4.96170e-02,-0.722769
-4.96160e-02,-0.722972
-4.96150e-02,-0.723306
-4.96140e-02,-0.723203
-4.96130e-02,-0.722713
-4.96120e-02,-0.722984
-4.96110e-02,-0.722897
-4.96100e-02,-0.722919
-4.96090e-02,-0.723016
-4.96080e-02,-0.722913
-4.96070e-02,-0.722788
-4.96060e-02,-0.722897
-4.96050e-02,-0.722819
-4.96040e-02,-0.722981
-4.96030e-02,-0.723056
-4.96020e-02,-0.723122
-4.96010e-02,-0.722853
-4.96000e-02,-0.722938
-4.95990e-02,-0.723044
-4.95980e-02,-0.723078
-4.95970e-02,-0.722881
-4.95960e-02,-0.723206
-4.95950e-02,-0.723094
-4.95940e-02,-0.723122
-4.95930e-02,-0.723197
-4.95920e-02,-0.723113
-4.95910e-02,-0.723172
-4.95900e-02,-0.723384
-4.95890e-02,-0.723003
-4.95880e-02,-0.723088
-4.95870e-02,-0.722919
-4.95860e-02,-0.723228
-4.95850e-02,-0.723138
-4.95840e-02,-0.723072
-4.95830e-02,-0.723025
-4.95820e-02,-0.722919
-4.95810e-02,-0.722969
-4.95800e-02,-0.723228
-4.95790e-02,-0.723172
-4.95780e-02,-0.723144
-4.95770e-02,-0.723272
-4.95760e-02,-0.723119
-4.95750e-02,-0.722913
-4.95740e-02,-0.723159
-4.95730e-02,-0.723447
-4.95720e-02,-0.723288
-4.95710e-02,-0.723384
-4.95700e-02,-0.723303
-4.95690e-02,-0.723344
-4.95680e-02,-0.722963
-4.95670e-02,-0.723516
-4.95660e-02,-0.723169
-4.95650e-02,-0.723275
-4.95640e-02,-0.723188
-4.95630e-02,-0.723294
-4.95620e-02,-0.723263
-4.95610e-02,-0.723169
-4.95600e-02,-0.723228
-4.95590e-02,-0.723081
-4.95580e-02,-0.723366
-4.95570e-02,-0.723572
-4.95560e-02,-0.723247
-4.95550e-02,-0.723403
-4.95540e-02,-0.723481
-4.95530e-02,-0.723659
-4.95520e-02,-0.723513
-4.95510e-02,-0.723369
-4.95500e-02,-0.723766
-4.95490e-02,-0.723688
-4.95480e-02,-0.723538
-4.95470e-02,-0.723744
-4.95460e-02,-0.723413
-4.95450e-02,-0.723431
-4.95440e-02,-0.723381
-4.95430e-02,-0.723372
-4.95420e-02,-0.723409
-4.95410e-02,-0.723303
-4.95400e-02,-0.723688
-4.95390e-02,-0.723622
-4.95380e-02,-0.723344
-4.95370e-02,-0.723566
-4.95360e-02,-0.723578
-4.95350e-02,-0.723444
-4.95340e-02,-0.723469
-4.95330e-02,-0.723884
-4.95320e-02,-0.723369
-4.95310e-02,-0.723625
-4.95300e-02,-0.723822
-4.95290e-02,-0.723341
-4.95280e-02,-0.723619
-4.95270e-02,-0.723575
-4.95260e-02,-0.723653
-4.95250e-02,-0.7236
-4.95240e-02,-0.723578
-4.95230e-02,-0.723709
-4.95220e-02,-0.723388
-4.95210e-02,-0.72365
-4.95200e-02,-0.723719
-4.95190e-02,-0.723906
-4.95180e-02,-0.723663
-4.95170e-02,-0.723781
-4.95160e-02,-0.723472
-4.95150e-02,-0.723578
-4.95140e-02,-0.723459
-4.95130e-02,-0.723591
-4.95120e-02,-0.723656
-4.95110e-02,-0.723409
-4.95100e-02,-0.723516
-4.95090e-02,-0.723966
-4.95080e-02,-0.723419
-4.95070e-02,-0.723794
-4.95060e-02,-0.723563
-4.95050e-02,-0.723691
-4.95040e-02,-0.723834
-4.95030e-02,-0.723828
-4.95020e-02,-0.723475
-4.95010e-02,-0.723606
-4.95000e-02,-0.723594
-4.94990e-02,-0.723522
-4.94980e-02,-0.723544
-4.94970e-02,-0.723506
-4.94960e-02,-0.723575
-4.94950e-02,-0.723431
-4.94940e-02,-0.723759
-4.94930e-02,-0.723572
-4.94920e-02,-0.723506
-4.94910e-02,-0.72375
-4.94900e-02,-0.723725
-4.94890e-02,-0.723506
-4.94880e-02,-0.723738
-4.94870e-02,-0.723622
-4.94860e-02,-0.723644
-4.94850e-02,-0.723538
-4.94840e-02,-0.723372
-4.94830e-02,-0.723556
-4.94820e-02,-0.723588
-4.94810e-02,-0.723547
-4.94800e-02,-0.724016
-4.94790e-02,-0.723528
-4.94780e-02,-0.723366
-4.94770e-02,-0.723756
-4.94760e-02,-0.723659
-4.94750e-02,-0.723453
-4.94740e-02,-0.723575
-4.94730e-02,-0.723513
-4.94720e-02,-0.723484
-4.94710e-02,-0.72385
-4.94700e-02,-0.723828
-4.94690e-02,-0.723459
-4.94680e-02,-0.723681
-4.94670e-02,-0.723434
-4.94660e-02,-0.723969
-4.94650e-02,-0.723538
-4.94640e-02,-0.723825
-4.94630e-02,-0.723756
-4.94620e-02,-0.723469
-4.94610e-02,-0.723584
-4.94600e-02,-0.7234
-4.94590e-02,-0.724169
-4.94580e-02,-0.723641
-4.94570e-02,-0.723581
-4.94560e-02,-0.723625
-4.94550e-02,-0.723681
-4.94540e-02,-0.723988
-4.94530e-02,-0.723722
-4.94520e-02,-0.723728
-4.94510e-02,-0.723491
-4.94500e-02,-0.723831
-4.94490e-02,-0.723859
-4.94480e-02,-0.723703
-4.94470e-02,-0.724131
-4.94460e-02,-0.723609
-4.94450e-02,-0.723547
-4.94440e-02,-0.724078
-4.94430e-02,-0.723841
-4.94420e-02,-0.723663
-4.94410e-02,-0.723797
-4.94400e-02,-0.723544
-4.94390e-02,-0.723469
-4.94380e-02,-0.723644
-4.94370e-02,-0.723713
-4.94360e-02,-0.723569
-4.94350e-02,-0.723775
-4.94340e-02,-0.723638
-4.94330e-02,-0.723597
-4.94320e-02,-0.723697
-4.94310e-02,-0.723844
-4.94300e-02,-0.723769
-4.94290e-02,-0.723916
-4.94280e-02,-0.723644
-4.94270e-02,-0.723859
-4.94260e-02,-0.723797
-4.94250e-02,-0.723891
-4.94240e-02,-0.724063
-4.94230e-02,-0.72405
-4.94220e-02,-0.723944
-4.94210e-02,-0.723878
-4.94200e-02,-0.723919
-4.94190e-02,-0.723841
-4.94180e-02,-0.723831
-4.94170e-02,-0.724063
-4.94160e-02,-0.724253
-4.94150e-02,-0.724059
-4.94140e-02,-0.724028
-4.94130e-02,-0.723794
-4.94120e-02,-0.724088
-4.94110e-02,-0.723956
-4.94100e-02,-0.723831
-4.94090e-02,-0.723922
-4.94080e-02,-0.723906
-4.94070e-02,-0.723975
-4.94060e-02,-0.724253
-4.94050e-02,-0.724159
-4.94040e-02,-0.72405
-4.94030e-02,-0.724047
-4.94020e-02,-0.724006
-4.94010e-02,-0.724066
-4.94000e-02,-0.724219
-4.93990e-02,-0.724475
-4.93980e-02,-0.724203
-4.93970e-02,-0.723741
-4.93960e-02,-0.724275
-4.93950e-02,-0.724231
-4.93940e-02,-0.723922
-4.93930e-02,-0.724078
-4.93920e-02,-0.724181
-4.93910e-02,-0.724263
-4.93900e-02,-0.724225
-4.93890e-02,-0.724197
-4.93880e-02,-0.724319
-4.93870e-02,-0.724309
-4.93860e-02,-0.723938
-4.93850e-02,-0.724022
